Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f,Gender,Build Type
0.0,0.017039,1.48695,2.728249,-0.4715468319678039,-6.738530169035161,-3.0546321833480703,0.00254,0.058859,0.026849,-0.997902,0.99163,-0.053286,0.117608,0.053884,0.998545,-0.001909,-0.12065,1.213017,2.905072,-43.78899295766993,-32.73432890270936,6.445800334715784,-0.371921,-0.240938,-0.054862,0.89477,0.877878,0.081042,0.471976,0.277397,0.71733,-0.639131,0.041952,1.211586,2.92656,-49.895131157705784,-2.2223578740834653,9.029054020895709,-0.421785,0.015665,0.0632,0.904355,0.991521,0.101096,-0.081648,-0.127526,0.636206,-0.760907,O,BuildTutorial
0.103,0.016596,1.48793,2.7275,-0.921216427097534,-7.099791848218799,-2.8304224763907233,0.006492,0.062095,0.025147,-0.997732,0.991024,-0.049373,0.124236,0.050986,0.998651,-0.009832,-0.124809,1.142344,2.941895,-32.07828325307315,-22.51561195772085,-4.4049873154886034,-0.263567,-0.1979,-0.090124,0.939812,0.905426,-0.065079,0.419485,0.273719,0.84482,-0.459735,0.040793,1.151551,2.952927,-38.75362086611267,-4.135264150522941,6.733515519098835,-0.33299,-0.014505,0.043415,0.941819,0.995809,0.091439,-0.001592,-0.072119,0.774466,-0.628492,O,BuildTutorial
0.124,0.016304,1.488361,2.727123,-1.127742110193888,-7.313283732597956,-2.8002610085731905,0.00826,0.063995,0.025011,-0.997603,0.990558,-0.048845,0.128097,0.050959,0.998613,-0.013279,-0.126524,1.114247,2.951346,-28.233937748658946,-19.60263856667897,-7.443571183011053,-0.229119,-0.180344,-0.103465,0.950934,0.913542,-0.114137,0.390402,0.279418,0.873599,-0.398436,0.03801,1.123684,2.962718,-34.41578991524953,-6.222669566995147,10.11443500835972,-0.298824,-0.025605,0.068086,0.951532,0.989417,0.144875,0.008037,-0.11427,0.812137,-0.572167,O,BuildTutorial
0.158,0.016036,1.489014,2.726644,-1.3812614450149692,-7.476478396458848,-2.8550205803157156,0.0104,0.065473,0.025643,-0.997471,0.990111,-0.049795,0.131149,0.052519,0.998469,-0.01739,-0.12961,1.078736,2.961776,-22.4627686937574,-16.942946062141555,-9.969942603873644,-0.179362,-0.160689,-0.112885,0.963984,0.922872,-0.159995,0.350298,0.275281,0.910173,-0.309526,0.03555,1.089487,2.971834,-30.09424371791336,-8.629960331388114,11.96392522620517,-0.26504,-0.045285,0.08093,0.959767,0.982799,0.179353,0.044027,-0.131343,0.846408,-0.516084,O,BuildTutorial
0.191,0.015738,1.489305,2.726111,-1.473180540563755,-7.54927098118555,-3.062614819907373,0.011064,0.066146,0.027509,-0.997369,0.989736,-0.053409,0.132553,0.056337,0.998242,-0.018431,-0.130536,1.039947,2.969506,-17.187598146127602,-12.87061074970244,-15.599596700721792,-0.132073,-0.129949,-0.149936,0.971179,0.921265,-0.256904,0.292012,0.325555,0.920152,-0.217565,0.033064,1.051547,2.979722,-24.97095977848292,-10.984787240348568,15.022558569666884,-0.225569,-0.064517,0.106529,0.966234,0.968978,0.23497,0.076618,-0.176757,0.87554,-0.449651,O,BuildTutorial
0.224,0.015345,1.489614,2.725968,-1.889705795567588,-7.612812099602362,-3.184425734437043,0.014603,0.066808,0.028815,-0.997243,0.989413,-0.05552,0.134088,0.059422,0.997913,-0.025276,-0.136029,0.999004,2.974334,-8.50808727617985,-12.38676287214976,-14.870921510180828,-0.059203,-0.116226,-0.136235,0.982052,0.935863,-0.253817,0.244412,0.281341,0.95587,-0.084614,0.02826,1.009456,2.986119,-16.205770556834036,-14.269045015076053,20.2375642249057,-0.159287,-0.096475,0.155355,0.970147,0.933115,0.332169,0.137698,-0.2707,0.900985,-0.33904,O,BuildTutorial
0.257,0.015068,1.490439,2.725743,-2.0370070775483073,-7.614741875953744,-3.126976335156253,0.015918,0.066851,0.0284,-0.997232,0.989449,-0.054514,0.134236,0.058771,0.99788,-0.027951,-0.139219,0.958095,2.976691,-2.0174230688412766,-10.836478832826003,-19.598152527045148,-0.001202,-0.096016,-0.171045,0.980573,0.923049,-0.335213,0.188713,0.335675,0.941484,0.030488,0.027401,0.9727,2.988817,-11.180574229983948,-15.98774792642975,16.70163062602075,-0.115546,-0.122928,0.129735,0.977091,0.936115,0.281933,0.210244,-0.225117,0.939636,-0.257694,O,BuildTutorial
0.291,0.014997,1.489857,2.725231,-1.8215289988187713,-7.516715327889391,-3.161442305111383,0.014047,0.065953,0.028564,-0.997315,0.989669,-0.055122,0.132354,0.058828,0.997974,-0.024251,-0.141928,0.926836,2.973446,-0.1925032921954338,-9.542331726368458,-24.922423716709588,0.016313,-0.081578,-0.215167,0.973027,0.894097,-0.421387,0.151735,0.416064,0.906875,0.066852,0.027931,0.940698,2.988175,-6.0574436310473745,-16.606978979716256,17.485845542019135,-0.073596,-0.134592,0.142656,0.977813,0.923069,0.298792,0.242214,-0.25917,0.948466,-0.182328,O,BuildTutorial
0.324,0.014799,1.4903,2.725595,-2.1681312672710873,-7.457295469677152,-3.1501981007902784,0.017085,0.065514,0.028654,-0.997294,0.989774,-0.054915,0.131654,0.059392,0.997774,-0.030323,-0.151476,0.904246,2.968287,2.3798702373391345,-14.154852797881906,-25.14554385747458,0.046929,-0.115744,-0.213477,0.968932,0.882062,-0.424553,0.204259,0.402826,0.904451,0.140359,0.026935,0.914116,2.985963,-2.134403618279284,-17.441089148299465,23.846441469695325,-0.049331,-0.144515,0.201414,0.96753,0.877096,0.404007,0.259773,-0.37549,0.913998,-0.153673,O,BuildTutorial
0.358,0.014695,1.490919,2.725816,-2.218871924015093,-7.151439288212429,-3.225142116700001,0.017562,0.062875,0.029288,-0.997437,0.990378,-0.056218,0.126456,0.060635,0.997668,-0.031351,-0.155834,0.881669,2.963423,4.461588011553909,-14.127483851008732,-27.769272581068257,0.066988,-0.11002,-0.233319,0.963831,0.866916,-0.4645,0.180823,0.43502,0.88215,0.180469,0.025049,0.892976,2.981056,-0.5064345241738359,-19.973691340735396,22.7245151451058,-0.038433,-0.169164,0.193273,0.965687,0.868058,0.386286,0.311863,-0.360279,0.922337,-0.139619,O,BuildTutorial
