Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f,Gender,Build Type
0.0,0.062568,1.609647,2.584779,4.24754861523982,1.539784399652412,3.679437198664227,-0.037467,-0.012231,-0.031581,-0.998724,0.997706,0.063998,-0.022064,-0.062165,0.995198,0.07561,-0.101511,1.173763,2.814832,-14.92877965697701,-22.28240143874356,0.1761159865425609,-0.127756,-0.191394,-0.023607,0.972877,0.925622,0.00297,0.378437,0.094837,0.966242,-0.239545,0.219833,1.192517,2.822201,-21.445058439316508,13.9959205092765,4.956613018671561,-0.179318,0.12758,0.064816,0.973328,0.959044,0.08042,-0.271601,-0.17193,0.927288,-0.332532,F,BuildA
0.05,0.06236,1.609456,2.585211,4.316528792186782,1.457312050257108,3.675240681187725,-0.038045,-0.011494,-0.031563,-0.998711,0.997743,0.063918,-0.020558,-0.062169,0.995113,0.076717,-0.098597,1.175283,2.815597,-15.474642094018671,-21.102459776844256,-0.6845602805151112,-0.131269,-0.182235,-0.030472,0.973977,0.931724,-0.011515,0.362985,0.107202,0.96368,-0.244599,0.217816,1.192084,2.822341,-21.479801823447836,13.5588825248561,4.94704315044868,-0.17987,0.123858,0.064083,0.973755,0.961105,0.080245,-0.264269,-0.169359,0.927081,-0.334424,F,BuildA
0.083,0.062455,1.609303,2.585351,4.365314122108736,1.4257080126167652,3.7012084725257135,-0.038464,-0.011196,-0.031794,-0.998691,0.997728,0.064367,-0.019916,-0.062644,0.995019,0.07754,-0.097416,1.176304,2.815761,-15.803852356478018,-20.65945043254709,-0.5857262969498038,-0.13434,-0.178299,-0.029632,0.974312,0.934663,-0.009837,0.355399,0.105648,0.962149,-0.251211,0.21696,1.191724,2.822475,-21.453633161555985,13.32799620306315,5.133840222800761,-0.179577,0.122184,0.065284,0.973941,0.961618,0.083282,-0.261447,-0.171048,0.92698,-0.333841,F,BuildA
0.116,0.062482,1.609185,2.585524,4.41376705695417,1.4260474660707534,3.7486991185437937,-0.038891,-0.011169,-0.032202,-0.998662,0.997677,0.065187,-0.019803,-0.06345,0.994901,0.078397,-0.096251,1.177126,2.815795,-16.108729949205163,-20.33397581876324,-0.3042639853056896,-0.137448,-0.175142,-0.02732,0.974519,0.937158,-0.005102,0.348868,0.101394,0.960723,-0.258322,0.21643,1.191418,2.822585,-21.443875258130785,13.309673764744902,5.206399370298077,-0.179427,0.12214,0.065863,0.973935,0.961488,0.084461,-0.261548,-0.172123,0.926936,-0.333412,F,BuildA
0.149,0.062534,1.609108,2.585697,4.435303068556531,1.411247257509878,3.774462596772721,-0.039077,-0.011025,-0.032429,-0.998649,0.997654,0.065631,-0.019486,-0.063908,0.994843,0.078764,-0.094254,1.177258,2.815591,-16.28779193516138,-19.8929259178457,-0.6402573005012299,-0.138573,-0.171763,-0.029916,0.974885,0.939205,-0.010726,0.34319,0.105933,0.959805,-0.259908,0.216209,1.191181,2.822724,-21.458536903114865,13.36057918522948,5.085409117317234,-0.179652,0.122386,0.064928,0.973926,0.961612,0.082496,-0.261719,-0.170444,0.927019,-0.334042,F,BuildA
0.182,0.062556,1.609114,2.585866,4.480901143453348,1.3683022271114709,3.7293241460644504,-0.039458,-0.010653,-0.032045,-0.99865,0.997719,0.064843,-0.018748,-0.063162,0.994832,0.079492,-0.092356,1.177065,2.815362,-16.308802537003274,-19.5759008675274,-1.1403041549291906,-0.138095,-0.169666,-0.033819,0.975192,0.940139,-0.019099,0.340255,0.112819,0.959572,-0.257863,0.21578,1.190854,2.82295,-21.472141831172515,13.236586736743355,5.206119604848077,-0.17971,0.121524,0.065772,0.973966,0.961812,0.084441,-0.26036,-0.171797,0.926757,-0.334077,F,BuildA
0.216,0.062591,1.608869,2.585991,4.575661094376231,1.3133983471056327,3.7016244354834633,-0.040266,-0.010157,-0.031812,-0.998631,0.99777,0.064356,-0.017725,-0.06272,0.994733,0.081068,-0.091379,1.177155,2.815027,-16.279668368498648,-19.61116953305807,-0.9470099445019888,-0.138123,-0.169737,-0.032174,0.975231,0.940308,-0.015865,0.339954,0.109644,0.959774,-0.258482,0.215496,1.190645,2.823133,-21.41148147957612,13.14399881751185,5.225442172364284,-0.179226,0.120755,0.065736,0.974153,0.962194,0.084788,-0.258832,-0.171358,0.927113,-0.333312,F,BuildA
0.249,0.062697,1.608527,2.585968,4.737585915245668,1.262546624726168,3.714309018265583,-0.041664,-0.009663,-0.031923,-0.998575,0.997775,0.064559,-0.016637,-0.062949,0.99449,0.083827,-0.090745,1.177204,2.815016,-16.130773245648644,-19.547757420498204,-0.6452812961530068,-0.137318,-0.168857,-0.029312,0.975588,0.941256,-0.010819,0.33752,0.103568,0.960569,-0.258033,0.215158,1.190508,2.823317,-21.42178675348244,13.08926135258039,5.190423126372243,-0.179382,0.120237,0.065362,0.974214,0.962542,0.084216,-0.257723,-0.17049,0.9271,-0.333795,F,BuildA
0.283,0.062726,1.607968,2.586149,4.998623198316739,1.265976593738253,3.696234278823345,-0.043938,-0.009625,-0.031736,-0.998484,0.9978,0.064222,-0.016431,-0.06253,0.994125,0.088353,-0.090103,1.177175,2.815215,-16.031101351204757,-19.304862844097837,-0.5426571787628344,-0.13668,-0.166682,-0.028003,0.97609,0.942866,-0.009103,0.333048,0.100232,0.961069,-0.257489,0.214731,1.190505,2.823378,-21.528576933269093,12.980396580900916,5.324511598767629,-0.180214,0.119544,0.066427,0.974074,0.962594,0.086322,-0.256831,-0.172496,0.926221,-0.335202,F,BuildA
0.316,0.062999,1.607131,2.586381,5.41199182038387,1.4688170115105184,3.691675693591607,-0.047595,-0.011276,-0.031567,-0.998304,0.997753,0.064099,-0.019509,-0.061953,0.993477,0.09574,-0.089523,1.177469,2.815515,-16.212225509724743,-19.031307893850048,-0.6960354708101325,-0.13807,-0.164507,-0.029241,0.976227,0.944165,-0.011665,0.329268,0.102519,0.960163,-0.259954,0.214234,1.19056,2.823479,-21.750916613484247,12.761149517008583,5.7957035284720675,-0.181749,0.118476,0.070281,0.973649,0.962048,0.093792,-0.256255,-0.179923,0.924056,-0.337266,F,BuildA
0.349,0.063574,1.605829,2.586645,6.140661679959888,1.8155039272071,3.864726204049452,-0.054058,-0.014005,-0.032819,-0.9979,0.997454,0.067014,-0.024402,-0.063986,0.992001,0.108809,-0.088204,1.177643,2.815523,-16.463608193713664,-18.55055953521871,-1.154546060515622,-0.139692,-0.160933,-0.032917,0.976475,0.946034,-0.019322,0.32349,0.109247,0.958805,-0.262218,0.213555,1.190352,2.823691,-21.999494186021344,12.37026208890166,6.546187607093545,-0.183346,0.11642,0.076244,0.973148,0.961267,0.105703,-0.254546,-0.191083,0.921142,-0.339093,F,BuildA
0.382,0.06417,1.604063,2.587041,7.087043802233436,2.183770073983659,3.941588689052799,-0.062413,-0.016883,-0.033141,-0.997357,0.997233,0.068213,-0.029539,-0.063999,0.990013,0.125615,-0.086603,1.177701,2.815535,-16.572084046062276,-17.973949574203925,-1.5823083391407768,-0.140198,-0.15653,-0.036006,0.977009,0.948404,-0.026465,0.315958,0.114246,0.958096,-0.262678,0.213444,1.190104,2.823556,-22.227662933136635,12.28313218714426,7.077915394248009,-0.184807,0.116609,0.080805,0.972481,0.959746,0.114061,-0.256667,-0.200262,0.918634,-0.340598,F,BuildA
0.416,0.06477,1.602059,2.58739,8.226450813293015,2.5824373243722634,3.901529165815981,-0.072433,-0.020022,-0.032329,-0.996648,0.997108,0.067342,-0.035227,-0.061541,0.987417,0.145675,-0.085231,1.177539,2.815974,-16.396601746568805,-17.365206931464982,-1.9442550731812975,-0.13841,-0.151788,-0.038124,0.977931,0.951014,-0.032547,0.30743,0.116583,0.958778,-0.259138,0.213906,1.189692,2.823498,-22.118335958321513,12.51500657769739,7.1078262750119094,-0.183682,0.118587,0.081342,0.97241,0.958641,0.114632,-0.260513,-0.201761,0.919289,-0.337937,F,BuildA
0.45,0.065437,1.599575,2.587882,9.565958695171318,3.0390944963981963,3.8783506999040114,-0.084199,-0.02359,-0.031499,-0.995672,0.996903,0.066697,-0.041671,-0.058752,0.983837,0.169156,-0.083229,1.177146,2.815642,-16.187092089153747,-16.745590831486393,-2.124178103039527,-0.136593,-0.14672,-0.038653,0.978939,0.953959,-0.035596,0.297819,0.11576,0.959697,-0.25609,0.214378,1.189144,2.823543,-21.774808601583025,12.8318434067367,6.950148166703446,-0.1807,0.120909,0.080218,0.972776,0.957892,0.112372,-0.264226,-0.199765,0.921825,-0.332163,F,BuildA
0.483,0.066112,1.596387,2.588574,11.226687777138098,3.5185163167535727,3.880632380587634,-0.098747,-0.027225,-0.030679,-0.994267,0.996635,0.066383,-0.048078,-0.05563,0.978616,0.198032,-0.081649,1.177265,2.815277,-16.136031097449912,-16.32416365541137,-2.1757773939184637,-0.136233,-0.143181,-0.03853,0.979518,0.956029,-0.036469,0.290995,0.114493,0.959912,-0.255852,0.214741,1.188799,2.823461,-21.52408118480287,13.054895425154,6.913229003780892,-0.178449,0.122662,0.080037,0.972987,0.957096,0.111973,-0.267263,-0.199529,0.9235,-0.327622,F,BuildA
0.516,0.067021,1.592122,2.589388,13.383016491051002,4.035439381816999,3.9379595824570703,-0.117584,-0.030947,-0.030003,-0.992127,0.996284,0.066811,-0.054351,-0.052256,0.970548,0.235174,-0.080204,1.177945,2.814865,-16.29836813063655,-16.0680820902616,-2.204825176066884,-0.137672,-0.141025,-0.038666,0.979624,0.957234,-0.036927,0.286949,0.114587,0.959103,-0.258827,0.2151,1.189011,2.823122,-21.49852370362463,13.194719854802896,6.821347641934693,-0.178233,0.123698,0.079452,0.972944,0.956773,0.11051,-0.269024,-0.198698,0.923841,-0.327166,F,BuildA
0.549,0.067713,1.586781,2.58996,16.034572999475817,4.597898416910978,3.9801530388209865,-0.140655,-0.034858,-0.028768,-0.989027,0.995915,0.06671,-0.060859,-0.047098,0.958777,0.280228,-0.079005,1.178513,2.814394,-16.52300790178797,-15.931922440124035,-2.217001457768781,-0.139625,-0.139874,-0.03887,0.979505,0.957849,-0.037088,0.284869,0.115207,0.957988,-0.262652,0.214909,1.189288,2.822489,-21.717511549453445,13.03203296849273,6.851939430317972,-0.180177,0.122435,0.07965,0.972729,0.957331,0.110837,-0.266894,-0.199077,0.922384,-0.331024,F,BuildA
0.583,0.068277,1.581138,2.590704,18.746471124175592,5.11041900388963,3.9216305040358006,-0.164113,-0.038394,-0.026469,-0.985339,0.995651,0.064763,-0.066974,-0.039559,0.944733,0.325446,-0.078013,1.180382,2.815076,-16.780435454608604,-15.554397876621836,-2.4943256527028184,-0.141624,-0.136988,-0.041075,0.979536,0.959094,-0.041667,0.280003,0.11927,0.956511,-0.266198,0.214564,1.189445,2.82176,-21.908647302641295,12.873686679215318,7.109348766153038,-0.181641,0.121561,0.08175,0.972392,0.95708,0.114825,-0.266107,-0.203146,0.920647,-0.333378,F,BuildA
0.617,0.068645,1.57595,2.590697,21.40445132000574,5.509142025532709,3.819599476316672,-0.186961,-0.041014,-0.023789,-0.981223,0.995504,0.06202,-0.071592,-0.031348,0.92896,0.368852,-0.076558,1.181362,2.815121,-17.018533700174952,-15.100164285898764,-3.0186224135323463,-0.143213,-0.133765,-0.045259,0.979566,0.960117,-0.050356,0.275027,0.126983,0.954884,-0.268464,0.214141,1.189198,2.821178,-21.815519588592643,12.756113893268036,7.492799414626835,-0.180528,0.121136,0.084739,0.972397,0.956291,0.121063,-0.26618,-0.208536,0.920458,-0.33056,F,BuildA
0.65,0.069042,1.5734,2.591165,22.868544693757137,5.693741293438495,3.826775228379105,-0.199514,-0.042043,-0.022845,-0.978726,0.995421,0.061495,-0.073182,-0.027942,0.919345,0.39246,-0.075469,1.182409,2.814967,-17.331812036105827,-14.785700958018111,-3.3483347836925095,-0.14564,-0.131514,-0.048021,0.979381,0.960796,-0.055755,0.271592,0.13237,0.952966,-0.272644,0.213752,1.18824,2.820461,-21.58310133339581,12.370097088950182,7.8107609119901396,-0.178506,0.118267,0.086641,0.972955,0.957013,0.126373,-0.261068,-0.210818,0.921258,-0.326863,F,BuildA
