Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f,Gender,Build Type
0.0,0.013403,1.433648,2.203405,26.208987024001903,-13.171840607269049,-1.0033050561709402,-0.226201,0.10973,-0.017532,-0.967722,0.975304,-0.01571,0.220307,-0.083574,0.897051,0.433952,-0.20156,0.709598,2.039327,11.757433061062905,13.40628250935884,-37.18229563677084,0.059397,0.142483,-0.3263,0.932577,0.746454,-0.591673,-0.304514,0.625525,0.780001,0.0178,0.211129,0.740515,2.285021,31.385684991527604,-54.39953602095159,29.22900224387007,0.121754,-0.486518,0.335683,0.797367,0.301235,0.416854,0.857608,-0.653795,0.744986,-0.132466,F,BuildB
0.05,0.010056,1.434005,2.204592,26.31017505095902,-13.680269045765415,-0.782134274696002,-0.226754,0.114429,-0.020506,-0.966989,0.972971,-0.012236,0.230602,-0.091552,0.896325,0.433844,-0.21312,0.713649,2.067776,9.432137157898334,9.736603745506288,-47.228924842456465,0.041181,0.110312,-0.404177,0.90707,0.648945,-0.724148,-0.23341,0.742319,0.669891,-0.014462,0.217108,0.735874,2.285882,32.67317573643473,-53.304889664181005,28.77306708152758,0.136554,-0.479429,0.335315,0.799415,0.315423,0.405176,0.858103,-0.667047,0.737834,-0.103194,F,BuildB
0.083,0.007834,1.434273,2.204838,26.301636602212938,-13.733483048001814,-0.7536355846777804,-0.226644,0.114937,-0.020843,-0.966948,0.97271,-0.011792,0.231723,-0.092407,0.896396,0.433515,-0.222303,0.720346,2.082228,6.607852753168568,12.114621358142582,-46.893515082789534,0.010661,0.119453,-0.400597,0.908372,0.650506,-0.725235,-0.225556,0.730329,0.678817,-0.076337,0.220876,0.7324,2.282909,34.35684663898292,-54.64418164913417,28.611940706067745,0.145905,-0.489757,0.341099,0.788988,0.287579,0.39533,0.87236,-0.681162,0.724726,-0.103877,F,BuildB
0.117,0.005518,1.434282,2.204669,26.345902970730776,-13.618572958773852,-0.7715166057713886,-0.227056,0.113919,-0.02051,-0.966979,0.973204,-0.012066,0.229628,-0.091397,0.89605,0.434443,-0.230014,0.729043,2.098005,3.113258971862112,14.871204157502255,-44.88318400202313,-0.024487,0.12985,-0.381641,0.914817,0.674979,-0.704622,-0.218887,0.691904,0.707501,-0.143914,0.226361,0.728453,2.27897,36.60962914890247,-56.19120448841674,28.30559738310011,0.15933,-0.501287,0.348203,0.775938,0.254931,0.380628,0.888894,-0.700109,0.706737,-0.10184,F,BuildB
0.15,0.002976,1.434243,2.204253,26.386244932456087,-13.42726066209997,-0.8030930558299477,-0.227461,0.11223,-0.019905,-0.967093,0.974016,-0.012557,0.226129,-0.089555,0.89573,0.435485,-0.236286,0.735663,2.112075,-0.2518890233715538,17.288972481553397,-47.142290846008756,-0.062096,0.136893,-0.395041,0.906282,0.650406,-0.733038,-0.199066,0.699036,0.680173,-0.220709,0.232429,0.724598,2.27564,38.84645600601339,-56.90870901614347,28.651953307515853,0.172095,-0.507713,0.358682,0.764171,0.227149,0.37344,0.899414,-0.72294,0.68346,-0.101195,F,BuildB
0.183,0.000189,1.434651,2.203565,26.36053078934011,-13.11171269240594,-0.9109116595342543,-0.227401,0.10936,-0.018343,-0.967467,0.975408,-0.014246,0.219947,-0.085229,0.895904,0.435995,-0.242513,0.742103,2.124943,-3.4597932100197957,19.215373983806675,-49.966921515855184,-0.097439,0.138644,-0.411676,0.895437,0.622602,-0.764277,-0.168067,0.71024,0.642058,-0.288654,0.238918,0.72138,2.272694,40.856791317647094,-56.7618972076621,29.22128058617166,0.184793,-0.508495,0.368516,0.755963,0.211257,0.369236,0.905006,-0.745101,0.660096,-0.095384,F,BuildB
0.216,-0.002794,1.435185,2.202556,26.198967311822432,-12.6940768130708,-1.1047557608035452,-0.226281,0.105497,-0.015722,-0.968205,0.977246,-0.017299,0.211401,-0.078189,0.897099,0.434856,-0.248012,0.748094,2.136705,-5.886701289316165,21.33156563193964,-51.67248342399084,-0.125969,0.144369,-0.419153,0.887469,0.606937,-0.780342,-0.150646,0.707598,0.616886,-0.344612,0.244419,0.719104,2.270419,42.426453726009775,-55.699727415765906,30.388973893728032,0.194602,-0.50413,0.379163,0.751145,0.204177,0.373402,0.904921,-0.765822,0.636732,-0.089945,F,BuildB
0.251,-0.005818,1.435959,2.201281,25.93549259525483,-12.228517143386544,-1.2919274702901558,-0.224282,0.101273,-0.012976,-0.969161,0.979151,-0.020276,0.20212,-0.070579,0.899059,0.432102,-0.251735,0.752153,2.146755,-7.11595305230845,23.352005824254853,-52.77997688026438,-0.14422,0.153925,-0.423192,0.881145,0.594432,-0.790184,-0.149194,0.701388,0.600219,-0.384437,0.248291,0.717708,2.268141,43.59031186616139,-54.339370453179086,31.25255817025513,0.203906,-0.497291,0.385784,0.749863,0.207745,0.37577,0.903127,-0.781372,0.619185,-0.077891,F,BuildB
0.283,-0.009265,1.436976,2.200261,25.5845060987739,-11.749564701964845,-1.4522200221623451,-0.221501,0.097015,-0.010368,-0.970267,0.980961,-0.022858,0.192854,-0.063098,0.901659,0.427819,-0.25448,0.754296,2.155212,-7.445317455583379,25.058444776548956,-53.5389750894179,-0.154091,0.164732,-0.426173,0.876069,0.58248,-0.797481,-0.157294,0.695946,0.589265,-0.410397,0.250343,0.716934,2.265714,44.33588984178267,-52.89276134339409,31.88329715199146,0.211564,-0.489368,0.38932,0.751126,0.217899,0.377792,0.899885,-0.791921,0.607342,-0.063219,F,BuildB
0.316,-0.012608,1.438199,2.198802,25.048730217118056,-11.215267297595394,-1.657346569722163,-0.217174,0.092259,-0.007137,-0.971737,0.982875,-0.026203,0.182404,-0.053943,0.905569,0.420755,-0.255791,0.754505,2.161942,-7.266807204442812,26.314244746997,-54.33786911249159,-0.158627,0.173923,-0.430902,0.871155,0.568148,-0.805943,-0.166323,0.695588,0.578322,-0.426264,0.250145,0.716626,2.262964,44.6277757478493,-51.45457991117744,32.46610783428216,0.216146,-0.481189,0.39122,0.754112,0.230807,0.382033,0.894863,-0.798062,0.600455,-0.050505,F,BuildB
