Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f,Gender,Build Type
0.0,0.48727,1.466522,3.088786,23.7131013598277,62.73217037374,7.153719547051295,-0.206874,-0.497462,0.054602,-0.840686,0.4991,0.114018,-0.859011,0.29763,0.908444,0.293507,1.781991,0.805357,4.020844,-14.681703778110077,-11.114435099231766,-5.186936108484299,-0.122695,-0.101702,-0.057028,0.985571,0.972809,-0.087453,0.214462,0.137366,0.963388,-0.23025,1.916105,0.7991,4.06152,-13.500981379002528,-22.832869695933333,-15.121923490307,-0.088354,-0.210018,-0.151148,0.961894,0.866094,-0.253665,0.430738,0.327888,0.938696,-0.106487,O,BuildA
0.05,0.485829,1.463615,3.090147,25.152909990848492,61.6407140152998,6.971804040952117,-0.217051,-0.48776,0.06039,-0.843405,0.516887,0.10987,-0.848974,0.313604,0.898484,0.307211,1.782016,0.80542,4.020808,-14.671279330771082,-11.110299597948536,-5.187354177725126,-0.122607,-0.101664,-0.057019,0.985587,0.972827,-0.087465,0.214378,0.137324,0.963433,-0.230085,1.916164,0.79913,4.061563,-13.501278929781131,-22.826142044286257,-15.128681606077471,-0.088353,-0.209967,-0.1512,0.961897,0.866105,-0.253774,0.430651,0.32798,0.938665,-0.10648,O,BuildA
0.083,0.485055,1.462333,3.091073,25.83638091655073,60.95097810774139,6.874663013201994,-0.221966,-0.481892,0.062813,-0.84532,0.52767,0.107733,-0.84259,0.320121,0.893571,0.314727,1.782032,0.80539,4.020797,-14.672552143969098,-11.104435428904578,-5.189367503290815,-0.122619,-0.101616,-0.057031,0.985589,0.972843,-0.087498,0.214289,0.137338,0.963424,-0.230113,1.916075,0.79906,4.06156,-13.50453821122722,-22.827036056332844,-15.122869028032856,-0.08839,-0.209973,-0.151157,0.961899,0.866126,-0.253677,0.430667,0.327915,0.938677,-0.106566,O,BuildA
0.116,0.484406,1.461199,3.092119,26.406407224935823,60.19273308535303,6.7831108730289715,-0.226148,-0.475655,0.064504,-0.847614,0.539184,0.105787,-0.835518,0.324486,0.889392,0.322009,1.782029,0.805436,4.020876,-14.67340435433653,-11.103926039310885,-5.186677571031731,-0.122629,-0.101609,-0.057008,0.98559,0.972852,-0.087452,0.214271,0.137293,0.963425,-0.230138,1.916105,0.799008,4.061663,-13.500847402815776,-22.823685396034193,-15.128497670635308,-0.088353,-0.209946,-0.151196,0.961903,0.866125,-0.253773,0.430612,0.32797,0.938667,-0.106487,O,BuildA
0.15,0.483885,1.46034,3.093096,26.851927296929915,59.43130035163395,6.747120329546582,-0.229678,-0.469447,0.065185,-0.85007,0.550741,0.104819,-0.828068,0.326467,0.885998,0.329283,1.781979,0.805391,4.020937,-14.673961937820431,-11.102225573116906,-5.185207752632469,-0.122636,-0.101593,-0.056994,0.985592,0.972861,-0.087428,0.214238,0.137264,0.963424,-0.230158,1.916138,0.799025,4.061697,-13.503489656851286,-22.82138179312079,-15.12977045648518,-0.088376,-0.20993,-0.151209,0.961902,0.866131,-0.253791,0.43059,0.328002,0.938651,-0.106531,O,BuildA
0.183,0.483325,1.45966,3.094204,27.25625830713021,58.71497359804306,6.826740686814415,-0.233364,-0.463382,0.064877,-0.852414,0.562137,0.105669,-0.820266,0.326877,0.882665,0.337719,1.782005,0.805455,4.020868,-14.68187440232739,-11.1061919769229,-5.183063741290703,-0.122704,-0.101627,-0.056986,0.98558,0.972849,-0.087388,0.214308,0.137268,0.963393,-0.230287,1.916155,0.799132,4.061595,-13.510903317030854,-22.816222536526027,-15.130535581182611,-0.088444,-0.209894,-0.151223,0.961901,0.866153,-0.253795,0.430543,0.32805,0.938619,-0.106668,O,BuildA
0.216,0.48272,1.459108,3.095115,27.60884479687604,58.079857605410155,6.919410450887146,-0.236678,-0.45795,0.064378,-0.854471,0.572275,0.106755,-0.813084,0.326792,0.879678,0.345505,1.782001,0.805449,4.020739,-14.685524476486671,-11.108515058226423,-5.181159697070906,-0.122736,-0.101646,-0.056975,0.985575,0.972844,-0.087355,0.214345,0.137257,0.963379,-0.230349,1.916168,0.799091,4.061546,-13.51231717857746,-22.812179141790256,-15.127422985311506,-0.088467,-0.209859,-0.151196,0.961911,0.866198,-0.253743,0.430483,0.328005,0.938627,-0.106735,O,BuildA
0.25,0.482274,1.458534,3.095869,27.925071603347476,57.527490050111936,7.053009459471182,-0.239839,-0.453087,0.06356,-0.856242,0.581345,0.108491,-0.806392,0.326181,0.876875,0.353124,1.782085,0.805382,4.02076,-14.681411257360354,-11.11377203788654,-5.181114494698909,-0.122698,-0.10169,-0.056977,0.985575,0.972825,-0.087357,0.214429,0.137266,0.963397,-0.230269,1.916253,0.79913,4.061587,-13.515847422857316,-22.816163372383965,-15.120084998826483,-0.088505,-0.20989,-0.151143,0.961909,0.866204,-0.253619,0.430543,0.327924,0.938645,-0.10682,O,BuildA
0.283,0.481793,1.457884,3.096703,28.251093148337983,57.067896585474664,7.195957946172834,-0.243052,-0.448868,0.062881,-0.857607,0.589127,0.110342,-0.800471,0.326051,0.873944,0.360435,1.782043,0.80543,4.020831,-14.681958273711397,-11.111363505768145,-5.178804093450188,-0.122706,-0.101667,-0.056955,0.985578,0.97284,-0.087317,0.214379,0.137218,0.963399,-0.230292,1.916222,0.799027,4.061583,-13.502546192685486,-22.813651853547828,-15.12553245552278,-0.088386,-0.209861,-0.151166,0.961923,0.866215,-0.253722,0.430462,0.327917,0.938674,-0.106593,O,BuildA
0.317,0.481469,1.457042,3.097309,28.71972190746417,56.64017952296075,7.318174279560842,-0.247212,-0.444705,0.06299,-0.858578,0.59654,0.11171,-0.794771,0.328036,0.869837,0.368478,1.782003,0.805453,4.020758,-14.685380312920962,-11.105503264436692,-5.179221236491735,-0.122738,-0.101618,-0.056955,0.985579,0.97286,-0.087322,0.214286,0.137212,0.963383,-0.23036,1.916048,0.799054,4.061561,-13.500288672118092,-22.815410541704523,-15.12091966826586,-0.088373,-0.20987,-0.151125,0.961928,0.866232,-0.253649,0.430471,0.327837,0.938703,-0.106583,O,BuildA
