Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f,Gender,Build Type
0.0,0.435985,1.471195,2.927372,-9.325918024312385,96.50834125289744,1.488509714250846,0.044464,-0.744277,-0.069269,-0.66278,-0.117493,0.025633,-0.992743,-0.158008,0.986449,0.044171,0.600522,1.101694,3.023544,-40.25870289159241,90.5424001099572,5.2471776865427335,-0.211402,0.677437,0.274483,0.648881,-0.068524,0.06979,-0.995205,-0.642637,0.759937,0.09754,0.601635,1.107553,2.868289,-38.175946939075,91.93140845746083,-9.062612457624786,-0.280272,0.659314,0.182472,0.673392,0.064017,-0.123825,-0.990237,-0.615325,0.776303,-0.136854,F,BuildTutorial
0.102,0.442958,1.462138,2.926694,-3.450782312562932,96.08576590855012,1.6151146240611318,0.009652,-0.743518,-0.031807,-0.667889,-0.107662,0.028135,-0.993789,-0.056839,0.99779,0.034405,0.605769,1.100476,3.02577,-40.04128708942924,89.91904319939532,5.01367312499912,-0.212985,0.673867,0.270761,0.653628,-0.054816,0.066907,-0.996252,-0.641,0.762652,0.086488,0.605475,1.107316,2.868247,-38.64726935224268,90.88849845190538,-7.612624473665013,-0.276289,0.65553,0.19132,0.67627,0.067355,-0.103464,-0.99235,-0.621,0.774122,-0.122861,F,BuildTutorial
0.124,0.445172,1.458645,2.926498,-1.2634412317416552,95.91498560640416,1.7162563197512632,-0.003739,-0.74263,-0.018216,-0.669443,-0.103663,0.029942,-0.994162,-0.018835,0.999308,0.032061,0.607661,1.100655,3.0263,-40.19622204739894,90.00374761541724,4.385012741642711,-0.217391,0.672879,0.268216,0.654244,-0.049413,0.058401,-0.99707,-0.643513,0.761603,0.0765,0.606935,1.107161,2.868365,-39.061827572529914,90.42537833721664,-6.479358961467352,-0.272942,0.654511,0.199372,0.67629,0.063732,-0.087621,-0.994113,-0.626953,0.771508,-0.108194,F,BuildTutorial
0.158,0.447423,1.454977,2.926409,0.7840778354823564,95.65167969332138,1.8318894608238776,-0.01644,-0.740922,-0.005662,-0.671366,-0.097994,0.031963,-0.994674,0.016759,0.999395,0.030464,0.609675,1.10132,3.027487,-40.41379775438005,89.66945937247874,4.253464528716439,-0.220223,0.670303,0.268066,0.656001,-0.04233,0.056471,-0.997507,-0.646935,0.759285,0.070438,0.608548,1.106984,2.867883,-39.18120480267197,90.57940302290028,-5.893598341891924,-0.269997,0.656522,0.203898,0.674171,0.054808,-0.079593,-0.99532,-0.629442,0.771054,-0.09632,F,BuildTutorial
0.191,0.449483,1.451288,2.926432,2.942631972699081,95.31472420111362,1.9622248457362017,-0.029944,-0.738482,0.007446,-0.673567,-0.090821,0.034195,-0.99528,0.054258,0.998096,0.029341,0.612032,1.101913,3.028332,-40.4096619934253,89.75788604016839,4.013670954105198,-0.221395,0.670355,0.26684,0.656053,-0.041157,0.053296,-0.99773,-0.646948,0.759562,0.067261,0.610148,1.106623,2.867591,-38.8902353562766,91.05878075735316,-6.573715794942951,-0.271411,0.658428,0.199298,0.673119,0.053506,-0.089107,-0.994584,-0.625712,0.773232,-0.102937,F,BuildTutorial
0.224,0.451653,1.447855,2.926733,4.924824862425419,94.85796789402652,2.129753758063514,-0.042734,-0.735092,0.019074,-0.67635,-0.081449,0.037026,-0.99599,0.088628,0.99562,0.029765,0.613863,1.102918,3.02906,-40.891845629471035,89.92597796709065,3.4454722161109093,-0.227151,0.669264,0.266669,0.655268,-0.038053,0.045432,-0.998243,-0.653527,0.75458,0.059255,0.611896,1.106505,2.86721,-38.766294915516646,91.15322928170144,-6.8687488537163235,-0.272245,0.658581,0.197047,0.673295,0.054886,-0.09325,-0.994129,-0.623932,0.77411,-0.10706,F,BuildTutorial
0.257,0.453961,1.44455,2.927173,6.798196351267343,94.25802256415884,2.2809643007323412,-0.054892,-0.73065,0.029927,-0.679883,-0.069491,0.03952,-0.9968,0.120907,0.992183,0.030908,0.615545,1.104212,3.02989,-41.426872042197125,89.77892066295868,2.9437485253713755,-0.233543,0.666342,0.266556,0.656045,-0.030126,0.038506,-0.998804,-0.660984,0.748811,0.048805,0.612891,1.106444,2.867686,-38.96441607920625,90.99769111616554,-6.484286585218568,-0.271422,0.658103,0.200122,0.673188,0.053703,-0.087807,-0.994689,-0.626687,0.772563,-0.102033,F,BuildTutorial
0.29,0.455959,1.442124,2.927834,8.022402959032924,93.53876799752628,2.3815039352339555,-0.063006,-0.725665,0.036757,-0.68417,-0.055883,0.041146,-0.997589,0.141739,0.989358,0.032866,0.617447,1.105294,3.030974,-41.4952765596768,89.49057021705842,2.7353678870030027,-0.235821,0.664122,0.26516,0.658042,-0.022737,0.035745,-0.999102,-0.662202,0.748157,0.041837,0.61344,1.10628,2.868367,-39.0195692121526,90.90493141229273,-6.424645434297296,-0.271553,0.657567,0.200582,0.673522,0.054745,-0.086937,-0.994709,-0.627321,0.772052,-0.102002,F,BuildTutorial
0.323,0.457633,1.441728,2.928603,8.143456077983185,92.6765337499754,2.4476630744084877,-0.064423,-0.720391,0.036647,-0.689597,-0.040611,0.042276,-0.99828,0.143362,0.989014,0.036051,0.618793,1.106057,3.032147,-41.61490617487086,89.34958929449449,2.6609485140720817,-0.237278,0.662915,0.265122,0.658752,-0.019491,0.034709,-0.999207,-0.663889,0.746819,0.038892,0.613508,1.106037,2.868727,-39.06775294747431,90.82612739981646,-6.833630798277704,-0.274306,0.656013,0.198276,0.674603,0.060667,-0.092382,-0.993874,-0.627412,0.770886,-0.109952,F,BuildTutorial
0.357,0.459046,1.441578,2.929372,8.162329580325203,91.7726995321038,2.441701463955332,-0.064787,-0.714922,0.036292,-0.69525,-0.024861,0.042172,-0.998801,0.1431,0.988971,0.038195,0.619544,1.106372,3.032853,-41.91406248608878,89.43055205321559,2.0405924033286773,-0.242423,0.661463,0.263426,0.659018,-0.013854,0.026497,-0.999553,-0.667913,0.743675,0.028971,0.61356,1.10539,2.869161,-39.19434011122725,90.58933790977116,-6.883457863537831,-0.275715,0.654192,0.198169,0.675828,0.065525,-0.092885,-0.993519,-0.628598,0.76942,-0.113391,F,BuildTutorial
